model,price,depreciation,registration_date,manufactured_year,mileage,road_tax,transmission,deregistration_value,omv,coe,arf,engine_cap,power,curb_weight,types,status,maker
Mercedes-Benz C-Class C160 Avantgarde,120040,17751,9/23/2020,2020,66398,684,Auto,50681,34175,37766,39845,1497,95,1505,Luxury Sedan,SOLD,MERCEDES-BENZ
Mitsubishi Outlander 2.0A Sunroof,92800,16090,4/26/2018,2017,59200,1210,Auto,37451,22719,39000,23807,1998,110,1480,SUV,AVAIL,MITSUBISHI
Toyota Townace 1.5A GL,83800,8700,11/30/2022,2022,34692,488,Auto,31499,21480,32727,1074,1496,79,1260,Van,AVAIL,TOYOTA
Honda Vezel 1.5A X Honda Sensing,71800,15090,8/17/2017,2017,69000,682,Auto,29197,21975,46778,12765,1496,96,1190,SUV,AVAIL,HONDA
Mazda 3 1.5A Deluxe Sunroof (OPC),51800,12630,10/28/2016,2016,74899,182,Auto,21348,19390,33991,14390,1496,88,1321,Mid-Sized Sedan,AVAIL,MAZDA
Citroen C4 1.2A PureTech,56800,13900,1/24/2017,2016,47500,508,Auto,24849,18715,50889,8715,1199,96,1240,SUV,AVAIL,CITROEN
Nissan Sylphy 1.5A (COE till 03/2030),64800,9360,3/19/2010,2010,189000,958,Auto,22981,18215,33207,18215,1498,80,1175,Mid-Sized Sedan,AVAIL,NISSAN
Toyota Corolla Altis 1.6A (COE till 04/2023),20532,12951,4/16/2008,2008,119124,1113,Auto,6099,16994,19328,16994,1598,80,1195,Mid-Sized Sedan,SOLD,TOYOTA
Honda Stream 1.8A (COE till 03/2029),65800,11050,3/31/2009,2008,163972,1369,Auto,19657,26292,33018,26292,1799,103,1370,MPV,AVAIL,HONDA
Suzuki APV 1.6A (COE till 06/2028),53500,10410,6/6/2008,2008,144600,1107,Auto,19630,12437,38214,11778,1590,68,1330,MPV,AVAIL,SUZUKI
Mercedes-Benz GLC-Class GLC200,181000,22800,1/10/2020,2019,11500,1202,Auto,65378,44890,36000,54846,1991,145,1730,SUV,AVAIL,MERCEDES-BENZ
Mercedes-Benz GLE-Class GLE300d AMG Line 4MATIC Premium Plus 7-Seater,299888,36250,1/22/2020,2019,35000,1734,Auto,107877,76114,38602,109006,1950,180,2165,SUV,AVAIL,MERCEDES-BENZ
Honda Vezel 1.5A X Honda Sensing,50896,14063,2/23/2016,2015,92546,682,Auto,19690,18887,45002,8887,1496,96,1190,SUV,SOLD,HONDA
Subaru XV 2.0i-S EyeSight,80471,12214,8/21/2018,2017,58393,1208,Auto,28649,16555,34381,16555,1995,115,1489,SUV,SOLD,SUBARU
Audi TT Roadster 2.0A TFSI (COE till 03/2029),89800,15070,1/8/2010,2009,154704,1672,Auto,19666,56708,33018,56708,1984,147,1315,Sports Car,AVAIL,AUDI
Honda HR-V 1.5A DX,82792,12680,9/18/2019,2019,86966,682,Auto,29289,20387,31783,20542,1496,96,1191,SUV,SOLD,HONDA
Toyota Vios 1.5A E,58800,13250,6/5/2017,2017,82000,682,Auto,27102,13026,52000,8026,1496,79,1065,Mid-Sized Sedan,AVAIL,TOYOTA
Volkswagen Golf 1.4A TSI Comfortline,77423,11971,12/28/2018,2018,88106,624,Auto,24813,19900,25501,19900,1395,92,1270,Hatchback,SOLD,VOLKSWAGEN
Porsche Cayenne 3.0A Tip,323800,42910,4/26/2019,2019,56100,2380,Auto,121488,87963,39401,130334,2995,250,1985,SUV,AVAIL,PORSCHE
Porsche Macan Turbo 3.6A PDK,191800,92320,7/7/2014,2014,64700,3330,Auto,96031,103319,75010,157975,3604,294,2000,SUV,AVAIL,PORSCHE
Toyota Corolla Altis 1.6A (COE till 01/2029),55800,9630,2/24/2009,2009,135000,1113,Auto,15093,16990,26047,16990,1598,80,1195,Mid-Sized Sedan,AVAIL,TOYOTA
Porsche Cayenne Turbo 4.0A Tip,495800,62410,1/18/2019,2018,35000,3944,Auto,222471,167088,31101,272759,3996,404,2175,SUV,AVAIL,PORSCHE
Nissan NV350 2.5M,81304,11324,2/23/2017,2016,96258,952,Manual,32293,24409,45735,1221,2488,93,1800,Van,SOLD,NISSAN
Honda Vezel 1.5A X Honda Sensing,44800,13820,3/17/2016,2015,83000,682,Auto,21557,19038,55399,9038,1496,96,1190,SUV,AVAIL,HONDA
Honda Civic Type R 2.0M (COE till 04/2030),142800,20280,7/29/2010,2008,155000,1573,Manual,23626,32766,33568,32766,1998,165,1270,Sports Car,AVAIL,HONDA
Fiat Doblo Cargo Maxi 1.6A Multijet Glaze,27888,8050,10/3/2016,2016,111780,861,Auto,17263,18820,49890,941,1598,89,1500,Van,AVAIL,FIAT
Ssangyong Tivoli XLV 1.6M,49800,11200,12/14/2016,2016,86851,742,Manual,30302,17636,51507,17636,1597,95,1315,SUV,AVAIL,SSANGYONG
Bentley Continental Flying Spur 6.0A (COE till 09/2029),313043,40327,11/11/2009,2009,52159,9904,Auto,31440,202503,37941,202503,5998,412,2525,Luxury Sedan,SOLD,BENTLEY
Nissan Note 1.2A (OPC),64184,11361,6/25/2018,2018,68177,70,Auto,16776,13305,21941,5000,1198,58,1048,Hatchback,AVAIL,NISSAN
BMW 2 Series 218i Gran Coupe M-Sport,170888,17330,11/29/2021,2021,14002,684,Auto,103523,36338,82801,42874,1499,100,1375,Luxury Sedan,AVAIL,BMW
Mazda CX-3 2.0A,66800,15220,12/8/2016,2016,105000,1210,Auto,34054,21929,53001,22701,1998,115,1265,SUV,AVAIL,MAZDA
Mercedes-Benz SL-Class SL350 (COE till 05/2027),76500,18550,6/15/2007,2006,120685,4746,Auto,21629,118316,52491,130148,3498,200,1750,Sports Car,AVAIL,MERCEDES-BENZ
Mercedes-Benz V-Class V300d AMG Line 4MATIC,280888,31320,2/19/2021,2020,18769,1734,Auto,89432,54615,46790,70307,1950,176,2187,MPV,AVAIL,MERCEDES-BENZ
BMW X1 sDrive20i xLine,129397,25990,6/24/2016,2016,74572,1210,Auto,43295,34617,51010,40464,1998,141,1485,SUV,SOLD,BMW
BMW 6 Series 630i Gran Turismo M-Sport Sunroof,239800,26810,7/13/2020,2020,32536,1210,Auto,93781,66274,34989,91294,1998,190,1720,Luxury Sedan,AVAIL,BMW
Opel Crossland 1.2A X Turbo,77800,10920,6/13/2019,2018,62000,508,Auto,30337,20788,23568,21104,1199,81,1203,SUV,AVAIL,OPEL
BMW ALPINA B4 Bi-Turbo Coupe Sunroof,267840,37601,11/2/2016,2014,64775,2362,Auto,125102,92933,53001,139280,2979,301,1615,Sports Car,SOLD,BMW
Honda Stream 1.8A X (COE till 05/2024),15800,14200,5/28/2009,2008,170000,1369,Auto,4390,20331,19782,14031,1799,103,1350,MPV,AVAIL,HONDA
Volkswagen Golf 1.4A TSI Comfortline,100800,13070,3/31/2020,2019,42000,624,Auto,36449,19699,32500,19699,1395,92,1270,Hatchback,AVAIL,VOLKSWAGEN
Toyota Allion 1.5A (COE till 11/2023),14761,11313,11/28/2008,2008,147892,1023,Auto,4178,14454,14835,14454,1496,81,1200,Mid-Sized Sedan,SOLD,TOYOTA
BMW Z4 sDrive23i (COE till 09/2031),101800,12100,9/14/2011,2011,163000,2155,Auto,48888,46165,58124,46165,2497,150,1430,Sports Car,AVAIL,BMW
Maserati GranTurismo MC Stradale 4.7A (COE till 02/2033),258800,26200,3/1/2013,2012,58478,5533,Auto,107007,136307,108373,136307,4691,331,1770,Sports Car,AVAIL,MASERATI
Honda Shuttle 1.5A G Honda Sensing,92073,13518,1/5/2021,2019,40659,682,Auto,31450,20371,40714,5520,1496,95,1130,Stationwagon,SOLD,HONDA
Mitsubishi Lancer EX 2.0A GT (COE till 08/2030),81000,10980,10/28/2010,2009,196000,1573,Auto,24275,21958,32914,21958,1998,114,1427,Mid-Sized Sedan,AVAIL,MITSUBISHI
Volkswagen Tiguan 1.4A TSI Comfortline EQP,116800,17330,12/31/2018,2018,43877,624,Auto,44372,31230,30851,35722,1395,110,1498,SUV,AVAIL,VOLKSWAGEN
BMW 5 Series 520d,119800,22830,6/21/2017,2017,150000,1806,Auto,56905,44181,54616,48854,1995,140,1560,Luxury Sedan,AVAIL,BMW
BMW 5 Series 520i (COE till 05/2032),127800,14030,5/24/2012,2011,114000,1331,Auto,85255,41655,93644,41655,1997,135,1610,Luxury Sedan,AVAIL,BMW
Mercedes-Benz A-Class A200,21800,19189,8/28/2013,2013,122000,740,Auto,12654,27350,69903,20290,1595,115,1395,Hatchback,AVAIL,MERCEDES-BENZ
Mercedes-Benz E-Class E250 CGI (COE till 01/2031),94888,12170,3/25/2011,2010,176789,1169,Auto,33269,56884,42683,56884,1796,150,1650,Luxury Sedan,AVAIL,MERCEDES-BENZ
BMW M5 Sunroof (COE till 06/2032),208888,22770,6/18/2012,2012,35000,5025,Auto,87163,100216,95025,100216,4395,412,1870,Sports Car,AVAIL,BMW
Maserati GranTurismo Sport 4.7A,300800,41220,5/4/2018,2017,41800,5030,Auto,157842,118544,38389,185380,4691,338,1880,Sports Car,AVAIL,MASERATI
Volkswagen Golf GTI 5DR (New 10-yr COE),160000,15990,1/8/2014,2013,39800,1194,Auto,75914,33671,66472,34140,1984,162,1370,Sports Car,AVAIL,VOLKSWAGEN
Honda HR-V 1.5A DX,80782,12277,1/10/2019,2018,90625,682,Auto,27054,19654,25556,19654,1496,96,1191,SUV,SOLD,HONDA
Renault Scenic Diesel 1.5A dCi Sunroof,79800,12720,11/27/2018,2018,71200,1048,Auto,26606,24830,25000,16762,1461,81,1501,Hatchback,AVAIL,RENAULT
Mitsubishi Lancer EX 1.5A GLX (COE till 08/2025),25888,10990,8/25/2010,2010,119000,889,Auto,7576,16700,16095,16700,1499,80,1313,Mid-Sized Sedan,AVAIL,MITSUBISHI
Opel Insignia Grandsport Diesel 1.6A Turbo,87800,12880,12/26/2018,2018,74117,1182,Auto,39456,26319,31302,28847,1598,100,1447,Luxury Sedan,AVAIL,OPEL
Hyundai Elantra 1.6A GLS S,75000,12310,9/29/2018,2018,85000,738,Auto,25048,12572,28000,12572,1591,94,1345,Mid-Sized Sedan,AVAIL,HYUNDAI
Jeep Gladiator 3.6A Overland,185800,23470,3/17/2021,2020,45023,1858,Auto,32451,39564,40999,47390,3604,179,2140,Truck,AVAIL,JEEP
Audi Q5 2.0A TFSI Quattro S-tronic Sport,127000,21530,12/1/2017,2017,158000,1194,Auto,61492,44882,49996,54835,1984,185,1795,SUV,AVAIL,AUDI
Honda Fit 1.3A G (COE till 11/2027),52800,11420,5/13/2008,2008,107500,885,Auto,19409,11373,41994,11373,1339,73,1010,Hatchback,AVAIL,HONDA
Porsche 911 Carrera Coupe 3.0A PDK,558800,67070,3/2/2020,2019,20000,2364,Auto,172312,123995,37705,195191,2981,283,1505,Sports Car,AVAIL,PORSCHE
Ferrari 458 Speciale,808000,415170,8/1/2014,2014,32000,4728,Auto,308493,318060,70002,544508,4497,441,1410,Sports Car,AVAIL,FERRARI
Toyota Vios 1.5A E (COE till 01/2025),21888,12580,1/12/2010,2009,200000,958,Auto,5622,12717,16184,12717,1497,80,1095,Mid-Sized Sedan,AVAIL,TOYOTA
Toyota Harrier Hybrid 2.5A Premium,199800,20050,5/19/2022,2021,6700,1784,Auto,109588,40927,92090,34298,2487,160,1665,SUV,SOLD,TOYOTA
BMW 4 Series 420i Coupe M-Sport,205349,24899,3/10/2021,2021,45362,1210,Auto,77432,49755,46790,61657,1998,135,1525,Sports Car,SOLD,BMW
BMW 4 Series 420i Gran Coupe Sunroof,51777,20470,7/31/2014,2014,131503,1210,Auto,36309,45605,65002,50847,1997,135,1505,Luxury Sedan,AVAIL,BMW
BMW 5 Series Plug-in Hybrid 530e M-Sport,252632,30269,1/18/2019,2018,60268,1210,Auto,91742,72220,31000,91996,1998,185,1845,Luxury Sedan,SOLD,BMW
Mercedes-Benz E-Class E250 CGI Coupe (COE till 10/2030),100000,13250,1/24/2011,2010,133000,1266,Auto,28824,59434,38216,59434,1796,150,1575,Sports Car,AVAIL,MERCEDES-BENZ
Honda Jazz 1.3A,53888,12670,2/1/2017,2016,85779,578,Auto,26542,16607,50101,11607,1318,73,1040,Hatchback,AVAIL,HONDA
Suzuki Swift 1.3M XG (COE till 01/2029),52800,9230,1/5/2009,2008,188000,876,Auto,14900,10232,26047,9092,1328,67,1000,Hatchback,AVAIL,SUZUKI
Toyota C-HR Hybrid 1.8A S,75800,16460,9/29/2017,2017,67000,974,Auto,25747,27384,50001,5000,1797,90,1440,SUV,AVAIL,TOYOTA
Toyota Sienta 1.5A G,132800,13540,9/19/2022,2019,166,682,Auto,76516,23762,72996,10267,1496,80,1320,MPV,AVAIL,TOYOTA
Audi A3 Sedan 1.4A TFSI S-tronic Attraction,78531,17619,9/13/2016,2016,102043,624,Auto,31956,25074,51506,17104,1395,92,1310,Luxury Sedan,SOLD,AUDI
BMW X2 sDrive18i M-Sport Mesh,157688,16890,3/18/2021,2021,19988,684,Auto,74568,39849,49489,47789,1499,100,1430,SUV,AVAIL,BMW
Volvo V40 T2,50800,15510,12/18/2015,2015,121500,684,Auto,26445,22664,56989,18730,1498,90,1450,Hatchback,AVAIL,VOLVO
Toyota Camry 2.0A,61676,19122,11/28/2014,2014,104614,1210,Auto,28406,25318,72890,27446,1998,109,1445,Luxury Sedan,SOLD,TOYOTA
Mazda 3 1.6A Luxury (COE till 04/2024),11572,11280,6/9/2009,2009,150926,1039,Auto,2692,20080,13088,20080,1598,77,1275,Mid-Sized Sedan,SOLD,MAZDA
Infiniti Q30 Diesel 1.5A T,65800,14450,2/28/2017,2016,116200,1048,Auto,31967,26987,49430,19782,1461,80,1485,Hatchback,AVAIL,INFINITI
Honda Shuttle Hybrid 1.5A,93800,14340,6/4/2019,2018,35017,682,Auto,34893,21233,42564,11727,1496,101,1190,Stationwagon,AVAIL,HONDA
Audi S4 Avant 3.0A TFSI Quattro (COE till 11/2029),113800,17170,12/10/2009,2009,165000,3332,Auto,25922,66298,39129,66298,2995,245,1750,Stationwagon,AVAIL,AUDI
Toyota Yaris Cross Hybrid 1.5A X,139800,14870,4/18/2022,2022,45000,680,Auto,51804,24751,47821,11652,1490,85,1160,SUV,AVAIL,TOYOTA
Toyota Allion 1.5A (COE till 02/2024),15480,14125,2/9/2009,2008,164576,1023,Auto,3016,17934,12864,17934,1496,81,1200,Mid-Sized Sedan,SOLD,TOYOTA
Mercedes-Benz E-Class E250 CGI Coupe Sunroof,76888,38560,7/17/2014,2013,97000,1202,Auto,39676,50239,64889,57431,1991,155,1635,Sports Car,AVAIL,MERCEDES-BENZ
MINI Cooper S 1.6A Sunroof (COE till 03/2031),83999,10550,4/26/2011,2011,146000,890,Auto,32936,30548,41397,30548,1598,135,1155,Sports Car,AVAIL,MINI
Nissan Sylphy 1.6A,51732,12818,12/6/2016,2016,102702,742,Auto,25043,16547,50951,16547,1598,85,1205,Mid-Sized Sedan,SOLD,NISSAN
Mercedes-Benz CLA-Class CLA180,78921,18949,12/29/2015,2015,94113,740,Auto,34498,28107,55399,26350,1595,90,1430,Luxury Sedan,SOLD,MERCEDES-BENZ
Audi A5 Sportback 2.0A TFSI S-tronic Design,135800,25890,9/20/2017,2017,66226,1194,Auto,52235,39560,51000,42384,1984,140,1535,Luxury Sedan,AVAIL,AUDI
Ferrari SF90 Stradale Plug-in Hybrid 4.0A,2588000,231000,4/28/2022,2021,1300,4231,Auto,814356,571987,83911,1001580,3990,735,1570,Sports Car,AVAIL,FERRARI
Toyota Corolla Altis 1.6A Elegance,102028,13712,10/24/2017,2017,57216,742,Auto,42055,21690,41761,22366,1598,96,1230,Mid-Sized Sedan,SOLD,TOYOTA
Mercedes-Benz CLA-Class CLA180 AMG Line Premium Plus,156757,19909,3/31/2020,2019,62216,586,Auto,63396,41757,37000,50460,1332,100,1410,Luxury Sedan,SOLD,MERCEDES-BENZ
Honda Jazz 1.3A,84800,12220,12/17/2019,2019,43583,578,Auto,26269,16573,32000,6573,1318,73,1052,Hatchback,AVAIL,HONDA
Lexus NX Turbo NX300 Luxury Moonroof,142800,21900,7/9/2018,2018,105800,1210,Auto,58609,46099,31000,56539,1998,175,1755,SUV,AVAIL,LEXUS
Opel Combo 1.6A,31500,8020,3/22/2017,2016,119872,623,Auto,18453,21606,47001,1081,1598,87,1460,Van,AVAIL,OPEL
Honda Vezel 1.5A X Honda Sensing,60888,14810,12/28/2016,2016,66000,682,Auto,27389,21564,52668,12190,1496,96,1190,SUV,AVAIL,HONDA
Mercedes-Benz CLA-Class CLA200 AMG Line Premium Plus,211800,21690,11/5/2021,2020,19000,586,Auto,95374,43205,72756,52487,1332,120,1435,Luxury Sedan,AVAIL,MERCEDES-BENZ
Honda Fit Hybrid 1.5A,85800,13080,7/10/2019,2018,62000,682,Auto,28797,18569,35906,8569,1496,101,1080,Hatchback,AVAIL,HONDA
Subaru XV 2.0i-S EyeSight,79900,14320,4/18/2018,2017,64956,1208,Auto,30301,16412,37605,16412,1995,115,1489,SUV,AVAIL,SUBARU
Honda HR-V 1.5A DX,57800,14090,10/25/2016,2016,96200,682,Auto,29008,20928,52301,16300,1496,96,1185,SUV,AVAIL,HONDA
Honda Odyssey Hybrid 2.0A e-HEV Absolute,195000,21110,7/29/2021,2021,20750,1204,Auto,73635,45098,58001,40138,1993,242,1890,MPV,AVAIL,HONDA
Nissan NV200 1.6A DX,57354,9493,9/16/2020,2020,94197,553,Auto,15526,17891,24100,895,1598,72,1180,Van,SOLD,NISSAN
Peugeot 508 Diesel 1.6A BlueHDi Allure,58800,14590,10/28/2016,2016,85000,720,Auto,27440,26809,50991,14533,1560,88,1445,Luxury Sedan,AVAIL,PEUGEOT
BMW M4 Cabriolet Competition Package,249000,28680,5/15/2021,2018,59000,2362,Auto,85854,56731,62100,74116,2979,331,1890,Sports Car,AVAIL,BMW
Lexus ES250 Executive Sunroof,161800,22530,5/28/2019,2019,43500,1784,Auto,60082,39999,39401,47999,2487,152,1620,Luxury Sedan,AVAIL,LEXUS
Fiat Doblo Cargo Maxi 1.6A Multijet Glaze,25800,9700,12/14/2015,2015,117483,649,Auto,11642,19974,43809,999,1598,85,1500,Van,AVAIL,FIAT
Porsche 911 Carrera G50 Cabriolet (COE till 01/2032),388888,44390,1/19/2022,1986,95000,280,Auto,6923,65165,7904,89297,3164,170,1210,Sports Car,AVAIL,PORSCHE
Mercedes-Benz GLC-Class GLC300 Coupe Mild Hybrid AMG Line 4MATIC Premium Plus,243800,27690,7/12/2020,2020,47000,1202,Auto,86771,63745,30012,86741,1991,200,1825,SUV,AVAIL,MERCEDES-BENZ
Toyota Camry 2.0A,68700,16370,7/4/2016,2016,71000,1210,Auto,36198,28695,47604,32173,1998,123,1480,Luxury Sedan,AVAIL,TOYOTA
Nissan Qashqai 1.2A DIG-T,81800,13950,5/31/2018,2018,65817,508,Auto,34933,20452,38001,20633,1197,85,1325,SUV,AVAIL,NISSAN
Maserati Levante S 3.0A GranSport,300000,44640,4/7/2018,2017,13800,2362,Auto,130123,102125,42322,155825,2979,316,2109,SUV,AVAIL,MASERATI
Mercedes-Benz E-Class E300 Cabriolet Mild Hybrid AMG Line Night Edition Premium Plus,410988,33970,3/10/2023,2022,50,3581,Auto,226281,84146,115501,149268,1991,285,2052,Sports Car,AVAIL,MERCEDES-BENZ
Mitsubishi Evolution 10 RS (COE till 02/2028),149000,30570,3/8/2008,2007,92996,1815,Auto,24638,29751,50578,29751,1998,206,1440,Sports Car,AVAIL,MITSUBISHI
Toyota Harrier 2.0A Elegance,86000,17750,4/10/2017,2017,91000,1196,Auto,39117,31196,48209,30675,1986,111,1610,SUV,AVAIL,TOYOTA
Mercedes-Benz C-Class C180 CGI (New 10-yr COE),114800,11470,8/27/2013,2013,122410,740,Auto,58670,29334,73290,28068,1595,115,1485,Luxury Sedan,AVAIL,MERCEDES-BENZ
Hyundai Elantra 1.6A Elite,55847,13760,1/5/2016,2015,92934,738,Auto,29221,15184,54301,15184,1591,97,1292,Mid-Sized Sedan,SOLD,HYUNDAI
Mazda 5 2.0A Sunroof,52888,14670,3/30/2016,2016,108000,1210,Auto,25209,19203,46667,19203,1998,111,1535,MPV,AVAIL,MAZDA
Mercedes-Benz C-Class C200K (COE till 04/2029),79800,13220,4/30/2009,2008,154000,1364,Auto,21373,45495,35411,45495,1796,135,1490,Luxury Sedan,AVAIL,MERCEDES-BENZ
Renault Grand Scenic Diesel 1.5A dCi,124888,14750,4/28/2021,2019,41235,1048,Auto,49413,25525,49640,12735,1461,81,1540,MPV,AVAIL,RENAULT
Mercedes-Benz E-Class E250,56800,26280,6/16/2014,2014,119000,1202,Auto,36951,46713,70002,52399,1991,155,1680,Luxury Sedan,AVAIL,MERCEDES-BENZ
Toyota Estima 2.4A Aeras,155718,17823,6/27/2013,2013,70494,1638,Auto,77631,32551,67304,37572,2362,125,1790,MPV,SOLD,TOYOTA
Mercedes-Benz A-Class A180,46800,16660,7/23/2015,2015,120000,740,Auto,26378,22209,68589,18093,1595,90,1395,Hatchback,AVAIL,MERCEDES-BENZ
Maserati Levante 3.0A GranSport,328888,42580,5/17/2019,2018,55000,2362,Auto,133847,93071,48010,139528,2979,257,2109,SUV,AVAIL,MASERATI
Honda Vezel 1.5A X,63800,14710,3/31/2017,2016,94000,682,Auto,27799,20932,51765,11305,1496,96,1190,SUV,AVAIL,HONDA
Honda Shuttle Hybrid 1.5A,73800,15170,12/28/2017,2017,53123,682,Auto,30410,21120,57501,5000,1496,101,1190,Stationwagon,AVAIL,HONDA
BMW X6 xDrive35i Sunroof,145800,28400,9/20/2016,2016,130000,2362,Auto,82829,69405,58201,96929,2979,225,2025,SUV,AVAIL,BMW
Toyota Corolla Altis Hybrid 1.8A Elegance,152800,17760,5/27/2021,2021,31898,976,Auto,60240,28935,58089,17509,1798,90,1410,Mid-Sized Sedan,AVAIL,TOYOTA
Volvo S80 T5,96510,11423,4/12/2016,2016,91867,1176,Auto,42546,25596,46502,27835,1969,180,1672,Luxury Sedan,SOLD,VOLVO
Mercedes-Benz CLA-Class CLA180,69000,20230,1/20/2016,2015,86300,740,Auto,31199,28034,56001,26248,1595,90,1430,Luxury Sedan,AVAIL,MERCEDES-BENZ
Toyota Sienta Hybrid 1.5A X,115800,14320,10/8/2020,2019,26513,682,Auto,40371,25291,36534,17408,1496,73,1380,MPV,AVAIL,TOYOTA
MINI Cooper 1.5A 5DR Seven Edition,86988,18490,7/5/2017,2017,98000,684,Auto,33768,25768,50110,18076,1499,100,1175,Hatchback,AVAIL,MINI
Honda Freed 1.5A G,109800,14840,11/4/2019,2018,30000,682,Auto,40005,23657,32309,25120,1496,96,1360,MPV,AVAIL,HONDA
Hyundai Avante 1.6A Elite Sunroof,90519,12900,4/17/2021,2021,67849,742,Auto,35388,21495,44589,7093,1598,91,1280,Mid-Sized Sedan,SOLD,HYUNDAI
Honda Civic 1.8A VTi-S,128500,13330,10/14/2021,2019,38000,978,Auto,80835,27446,68310,30425,1799,104,1261,Mid-Sized Sedan,AVAIL,HONDA
Mitsubishi Lancer EX 1.6A Sports,30335,15202,4/22/2015,2015,92635,738,Auto,14857,11584,62002,11584,1590,86,1289,Mid-Sized Sedan,SOLD,MITSUBISHI
BMW 5 Series 520i Sport,175800,23110,6/27/2019,2019,88000,1210,Auto,71138,51775,35906,65195,1998,135,1530,Luxury Sedan,AVAIL,BMW
BMW X3 xDrive30i xLine,259800,26240,11/24/2021,2021,17070,1210,Auto,106096,53242,72756,67836,1998,185,1755,SUV,AVAIL,BMW
Honda Odyssey Hybrid 2.0A e-HEV Absolute,198290,19985,8/12/2022,2021,27452,1204,Auto,108095,46097,91112,41536,1993,242,1890,MPV,SOLD,HONDA
MINI Cooper S Cabriolet 2.0A,165515,20200,9/29/2020,2019,28204,1210,Auto,61355,37137,41510,43992,1998,141,1315,Sports Car,SOLD,MINI
Mercedes-Benz GLA-Class GLA180 Progressive,193988,19240,5/24/2022,2022,5550,586,Auto,90002,32469,68001,37457,1332,96,1480,SUV,AVAIL,MERCEDES-BENZ
Mercedes-Benz GLC-Class GLC250 4MATIC,134800,26510,5/12/2017,2017,63000,1202,Auto,59403,44216,53300,53903,1991,155,1735,SUV,AVAIL,MERCEDES-BENZ
Honda CR-V 2.0A (COE till 11/2023),16051,14322,11/20/2008,2008,175773,1815,Auto,3531,24885,16061,24885,1997,110,1540,SUV,SOLD,HONDA
BMW 3 Series 318i,72500,17050,9/13/2016,2016,105000,684,Auto,38135,29860,57002,28804,1499,100,1425,Luxury Sedan,AVAIL,BMW
Toyota Camry 2.0A,80814,18517,8/16/2016,2016,91873,1210,Auto,39996,28695,57501,32173,1998,123,1480,Luxury Sedan,SOLD,TOYOTA
SEAT Leon 1.4A TSI FR,97800,13880,7/29/2019,2018,44479,624,Auto,40644,20846,39406,21185,1395,110,1263,Hatchback,AVAIL,SEAT
Infiniti QX80 5.6A,159999,33610,8/4/2016,2016,56000,6378,Auto,82983,70163,58201,98294,5552,298,2815,SUV,AVAIL,INFINITI
Nissan Qashqai 1.2A DIG-T Premium,38500,13750,7/31/2015,2015,120000,508,Auto,21221,19084,55889,14084,1197,85,1285,SUV,AVAIL,NISSAN
BMW X3 sDrive20i M-Sport,159836,20254,10/24/2018,2018,42567,1210,Auto,59999,42657,31301,51720,1998,135,1660,SUV,SOLD,BMW
Honda Fit 1.3A G (COE till 05/2024),41726,10589,5/28/2009,2009,15073,826,Auto,8667,13745,13943,8521,1339,73,1010,Hatchback,SOLD,HONDA
Volkswagen Polo 1.2A TSI (COE till 04/2026),48167,11729,4/26/2011,2010,78217,610,Auto,16145,16991,21142,16991,1197,77,1126,Hatchback,SOLD,VOLKSWAGEN
BMW 5 Series 520d Luxury,122800,24880,3/31/2017,2017,95600,1806,Auto,51770,44181,51000,48854,1995,140,1560,Luxury Sedan,AVAIL,BMW
Kia Cerato 1.6A SX Sunroof,94800,14390,4/3/2019,2018,54420,738,Auto,29114,17913,26301,17913,1591,94,1287,Mid-Sized Sedan,AVAIL,KIA
Audi A4 1.8A TFSI MU,34800,32420,12/13/2013,2013,127000,976,Auto,18331,32243,73010,27141,1798,125,1545,Luxury Sedan,AVAIL,AUDI
Kia Optima 2.0A (COE till 04/2031),96800,12040,6/29/2011,2011,151000,1452,Auto,38034,19689,47316,19689,1998,121,1529,Luxury Sedan,AVAIL,KIA
Mazda 3 HB 1.5A Deluxe,77448,12654,4/30/2018,2017,88399,682,Auto,33253,17722,38510,17722,1496,88,1329,Hatchback,AVAIL,MAZDA
Toyota C-HR Hybrid 1.8A S,69800,14930,10/20/2017,2017,67000,974,Auto,25099,29887,48005,5000,1797,90,1440,SUV,AVAIL,TOYOTA
Mini Cooper S Cabriolet 2.0A,148084,20964,7/9/2020,2019,60054,1210,Auto,55069,37444,35889,44422,1998,141,1315,Sports Car,SOLD,MINI
Mercedes-Benz C-Class C180 Avantgarde,115800,20440,11/17/2017,2017,89000,740,Auto,53354,37239,49000,44135,1595,115,1425,Luxury Sedan,AVAIL,MERCEDES-BENZ
Audi Q2 1.0A TFSI S-tronic,130000,17090,2/28/2020,2019,16850,392,Auto,41491,23669,33301,25137,999,85,1315,SUV,AVAIL,AUDI
Volkswagen Polo 1.0A TSI Comfortline,126988,13500,1/12/2022,2021,28459,392,Auto,52713,17845,45001,17845,999,85,1190,Hatchback,AVAIL,VOLKSWAGEN
Mercedes-Benz A-Class A45 AMG 4MATIC (New 10-yr COE),199800,19960,7/2/2014,2014,87000,1202,Auto,72611,50253,43893,62456,1991,265,1555,Sports Car,AVAIL,MERCEDES-BENZ
Lexus NX Hybrid NX350h Luxury Sunroof,212757,21219,6/9/2022,2022,41914,1784,Auto,110070,59063,98889,63314,2487,179,1790,SUV,SOLD,LEXUS
MINI Cooper S Countryman 1.6A (COE till 12/2031),96800,11110,4/30/2012,2012,125000,816,Auto,44044,31153,50570,31153,1598,135,1335,Sports Car,AVAIL,MINI
