model,price,depreciation,registration_date,reg_age,manufactured_year,manufactured_age,mileage,road_tax,transmission,deregistration_value,omv,coe,arf,engine_cap,power,curb_weight,types,status,posted_date,updated_date,maker
Porsche Macan 2.0A PDK,215898,31688,10-05-18,5.00,2018,5.00,57902,1194,Auto,85320,63756,37010,86761,1984,185,1845,SUV,SOLD,29-03-23,31-03-23,PORSCHE
Nissan NV350 Caravan 2.0A DX,89888,9030,31-03-23,0.00,2021,2.00,37423,303,Auto,27252,23942,27372,1198,1998,84,1700,Van,AVAIL,10-04-23,10-04-23,NISSAN
Audi A3 Sedan 1.4A TFSI Attraction,63800,15690,24-10-16,7.00,2016,7.00,104750,624,Auto,29069,25074,50991,17104,1395,92,1310,Luxury Sedan,AVAIL,15-04-23,17-04-23,AUDI
Hyundai Santa Fe 2.4A GDI Sunroof,134777,18710,14-05-19,4.00,2018,5.00,63900,1634,Auto,60790,35844,52502,42182,2359,136,1870,SUV,AVAIL,06-04-23,06-04-23,HYUNDAI
BMW X3 M40i,213388,29380,04-12-18,5.00,2018,5.00,79500,2384,Auto,89383,68698,31302,95657,2998,265,1810,SUV,AVAIL,17-04-23,17-04-23,BMW
BMW 5 Series 520i,54800,19640,12-11-14,9.00,2013,10.00,108504,1210,Auto,37438,43453,70890,47835,1997,135,1615,Luxury Sedan,AVAIL,08-04-23,14-04-23,BMW
Audi A4 Mild Hybrid 2.0A TFSI S-tronic,162888,18050,15-04-21,2.00,2020,3.00,20000,1194,Auto,69671,32240,52309,37136,1984,110,1515,Luxury Sedan,AVAIL,04-04-23,11-04-23,AUDI
BMW X1 sDrive18i,94800,18400,10-08-17,6.00,2017,6.00,94000,684,Auto,43032,31267,49802,30774,1499,100,1430,SUV,AVAIL,15-04-23,15-04-23,BMW
Mercedes-Benz E-Class E300e Plug-in Hybrid Avantgarde,265800,25680,01-04-22,1.00,2022,1.00,15000,1202,Auto,138486,63481,94889,71266,1991,245,1915,Luxury Sedan,AVAIL,16-04-23,16-04-23,MERCEDES-BENZ
BYD T3 Electric,123800,12640,31-01-23,0.00,2022,1.00,17413,645,Auto,39764,23078,40587,1154,1733,84,1620,Van,AVAIL,16-04-23,16-04-23,BYD
BMW 3 Series 320i M-Sport,196388,20120,28-04-21,2.00,2019,4.00,8966,1210,Auto,89070,54170,46002,69506,1998,135,1535,Luxury Sedan,AVAIL,03-04-23,03-04-23,BMW
BMW 5 Series 523i (COE till 05/2031),96800,11910,15-06-11,12.00,2011,12.00,136628,2155,Auto,40386,43540,49716,43540,2497,150,1650,Luxury Sedan,AVAIL,06-04-23,06-04-23,BMW
Suzuki Vitara 1.6A GLX,75800,13260,07-06-18,5.00,2017,6.00,63900,736,Auto,30971,15253,38001,15253,1586,88,1160,SUV,AVAIL,01-04-23,05-04-23,SUZUKI
Honda Fit 1.3A G Skyroof (COE till 10/2023),7000,12970,20-11-08,15.00,2008,15.00,135000,885,Auto,1626,13493,15142,13493,1339,73,1070,Hatchback,AVAIL,12-04-23,12-04-23,HONDA
Volvo XC60 Mild Hybrid B5 R-Design,228800,23120,30-03-22,1.00,2021,2.00,12985,1176,Auto,110011,36731,99010,43424,1969,184,1828,SUV,AVAIL,17-04-23,17-04-23,VOLVO
Mitsubishi Evolution 9 MR RS (COE till 03/2027),280000,70780,09-04-07,16.00,2007,16.00,68564,1815,Manual,19918,28583,50347,31442,1997,206,1330,Sports Car,AVAIL,15-04-23,15-04-23,MITSUBISHI
Audi Q5 2.0A TFSI Quattro S-tronic,161888,23230,18-01-19,4.00,2018,5.00,26585,1194,Auto,60660,45833,32200,56167,1984,185,1795,SUV,AVAIL,06-04-23,12-04-23,AUDI
Nissan Note e-POWER Hybrid 1.2A Premium,103888,12120,23-07-21,2.00,2021,2.00,25678,714,Auto,42738,21694,45001,7372,1198,85,1220,Hatchback,AVAIL,14-04-23,14-04-23,NISSAN
Honda Civic 1.5A VTEC Turbo Sunroof,87800,17520,08-08-17,6.00,2017,6.00,95000,684,Auto,38771,26873,50001,24623,1498,127,1324,Mid-Sized Sedan,AVAIL,05-04-23,17-04-23,HONDA
Suzuki Every (COE till 07/2027),56918,9347,29-08-07,16.00,2007,16.00,90643,626,Auto,15923,14250,26276,713,658,67,880,Van,SOLD,30-03-23,06-04-23,SUZUKI
BMW 1 Series 116d,72174,15138,29-11-16,7.00,2016,7.00,79986,1082,Auto,29225,23904,56889,10466,1496,85,1350,Hatchback,AVAIL,01-04-23,03-04-23,BMW
Toyota Corolla Altis 1.6A Elegance,33800,15290,15-01-15,8.00,2014,9.00,112000,742,Auto,17682,19144,56656,14144,1598,90,1205,Mid-Sized Sedan,AVAIL,17-04-23,17-04-23,TOYOTA
Toyota Estima 2.4A Aeras,38900,19260,14-05-14,9.00,2013,10.00,122444,1638,Auto,28137,31738,77003,36434,2362,125,1790,MPV,AVAIL,13-04-23,17-04-23,TOYOTA
BMW 3 Series 316i (New 5-yr COE),60420,19585,10-10-13,10.00,2013,10.00,105243,742,Auto,31297,35246,68886,31345,1598,100,1405,Luxury Sedan,SOLD,24-03-23,31-03-23,BMW
Toyota Corolla Axio 1.5A X (COE till 12/2024),26178,12761,16-12-09,14.00,2009,14.00,126842,955,Auto,6742,15196,15988,15196,1496,81,1130,Mid-Sized Sedan,SOLD,15-04-23,17-04-23,TOYOTA
Mitsubishi Attrage 1.2A Sports,60933,10594,08-01-19,4.00,2018,5.00,56610,506,Auto,17459,13299,25556,5000,1193,59,940,Mid-Sized Sedan,AVAIL,04-04-23,04-04-23,MITSUBISHI
BMW M5 Sunroof (New 10-yr COE),257777,25760,02-05-14,9.00,2012,11.00,50123,4568,Auto,142227,105158,62662,161285,4395,412,1945,Sports Car,AVAIL,08-04-23,08-04-23,BMW
Opel Grandland X 1.2A Turbo Innovation Premium,126301,16294,20-12-19,4.00,2018,5.00,65389,508,Auto,41422,29263,33009,32969,1199,96,1295,SUV,SOLD,02-04-23,10-04-23,OPEL
Honda Vezel Hybrid 1.5A X,68800,14710,19-10-17,6.00,2017,6.00,83000,682,Auto,25570,26162,49000,5000,1496,112,1280,SUV,AVAIL,25-03-23,25-03-23,HONDA
Mazda 3 1.6A (COE till 04/2024),11300,10880,05-05-09,14.00,2009,14.00,149838,1039,Auto,2711,20018,13088,20018,1598,77,1275,Mid-Sized Sedan,AVAIL,12-04-23,16-04-23,MAZDA
Honda HR-V 1.5A DX,78800,13480,05-06-18,5.00,2018,5.00,83572,682,Auto,34289,19061,38941,19061,1496,96,1185,SUV,AVAIL,12-04-23,13-04-23,HONDA
Mercedes-Benz E-Class E200 Avantgarde,169800,21530,05-09-19,4.00,2019,4.00,64096,1202,Auto,73574,51413,39406,64544,1991,135,1605,Luxury Sedan,AVAIL,01-04-23,14-04-23,MERCEDES-BENZ
Honda HR-V 1.5A DX,67500,13720,07-09-17,6.00,2017,6.00,99198,682,Auto,28959,19455,42900,14455,1496,96,1185,SUV,AVAIL,15-04-23,15-04-23,HONDA
Lexus IS Hybrid IS300h Executive,221000,21970,12-05-22,1.00,2021,2.00,10000,1792,Auto,101304,47413,87000,43379,2494,164,1700,Luxury Sedan,AVAIL,29-03-23,16-04-23,LEXUS
Mazda 5 2.0A Sunroof,102252,14115,19-05-17,6.00,2017,6.00,121711,1210,Auto,33187,19442,55414,19442,1998,111,1535,MPV,SOLD,11-04-23,11-04-23,MAZDA
Toyota Townace 1.5A GL,87888,9050,30-12-22,1.00,2022,1.00,7245,606,Auto,44874,19016,46229,951,1496,83,1260,Van,AVAIL,10-04-23,10-04-23,TOYOTA
Mercedes-Benz CLA-Class CLA180 Sunroof,60800,23190,18-06-15,8.00,2015,8.00,87200,740,Auto,27459,27829,68589,20961,1595,90,1430,Luxury Sedan,AVAIL,17-04-23,17-04-23,MERCEDES-BENZ
Audi Q8 Mild Hybrid 3.0A TFSI Quattro Tip,283000,37320,28-06-19,4.00,2018,5.00,19000,2380,Auto,102044,72906,39728,103231,2995,250,2165,SUV,AVAIL,27-03-23,17-04-23,AUDI
Toyota Harrier 2.0A G,214988,21230,05-05-22,1.00,2020,3.00,652,1196,Auto,99347,38278,95801,45590,1986,126,1570,SUV,AVAIL,01-04-23,06-04-23,TOYOTA
Volkswagen Golf R 5DR Sunroof (COE till 03/2031),130000,16330,12-04-12,11.00,2012,11.00,96696,1313,Auto,37965,41005,47701,41005,1984,188,1466,Sports Car,AVAIL,16-04-23,16-04-23,VOLKSWAGEN
Nissan NV200 1.6A DX,55398,9120,01-10-19,4.00,2019,4.00,63315,292,Auto,15214,18010,21439,901,1597,72,1220,Van,SOLD,12-04-23,13-04-23,NISSAN
Hyundai Avante 1.6A GLS S (OPC),72800,11020,01-04-19,4.00,2018,5.00,49500,238,Auto,16484,14304,9659,14304,1591,94,1345,Mid-Sized Sedan,AVAIL,15-04-23,17-04-23,HYUNDAI
Honda Shuttle 1.5A G LED Honda Sensing,92980,12200,21-02-20,3.00,2019,4.00,76515,682,Auto,29191,21881,30010,12634,1496,95,1130,Stationwagon,SOLD,03-04-23,05-04-23,HONDA
Hyundai Elantra 1.6A Sunroof (COE till 07/2026),71355,12433,12-07-11,12.00,2011,12.00,70427,886,Auto,20857,14242,23448,14242,1591,96,1267,Mid-Sized Sedan,SOLD,26-03-23,30-03-23,HYUNDAI
Audi A3 Sportback 1.0A TFSI S-tronic,98822,15390,28-12-18,5.00,2018,5.00,66219,392,Auto,31179,21568,25501,22196,999,85,1275,Hatchback,AVAIL,06-04-23,14-04-23,AUDI
BMW 6 Series 640i Cabriolet (COE till 04/2031),180000,22390,29-06-11,12.00,2011,12.00,135000,2834,Auto,38034,83639,47316,83639,2979,235,1840,Sports Car,AVAIL,10-04-23,17-04-23,BMW
Toyota Corolla Altis 1.6A Elegance,88089,13612,09-03-18,5.00,2017,6.00,94845,742,Auto,32597,21690,40000,22366,1598,96,1230,Mid-Sized Sedan,SOLD,29-03-23,08-04-23,TOYOTA
Mercedes-Benz GLA-Class GLA200 Urban Edition,81433,16454,09-10-14,9.00,2014,9.00,108027,740,Auto,29341,28592,68689,22029,1595,115,1435,SUV,SOLD,11-04-23,17-04-23,MERCEDES-BENZ
Mazda 3 HB 1.5A Deluxe Sunroof,60888,13830,28-02-17,6.00,2016,7.00,49751,682,Auto,28693,19745,49430,14745,1496,88,1329,Hatchback,AVAIL,05-04-23,06-04-23,MAZDA
Volvo S60 T2,88800,14750,17-05-18,5.00,2018,5.00,82000,684,Auto,40533,25458,38941,27642,1498,90,1558,Luxury Sedan,AVAIL,14-04-23,17-04-23,VOLVO
Audi A3 Sedan 1.0A TFSI S-tronic,90800,14970,20-06-18,5.00,2018,5.00,58000,392,Auto,38809,24711,36426,26596,999,85,1280,Luxury Sedan,AVAIL,14-04-23,14-04-23,AUDI
Mercedes-Benz GLC-Class GLC300 Coupe Mild Hybrid AMG Line 4MATIC Premium Plus,246800,26990,01-10-20,3.00,2020,3.00,29000,1202,Auto,98713,66033,40989,90860,1991,200,1825,SUV,AVAIL,09-04-23,15-04-23,MERCEDES-BENZ
Porsche Macan 2.0A PDK,353800,34180,03-06-22,1.00,2022,1.00,3700,1194,Auto,132771,61746,95801,83143,1984,195,1920,SUV,AVAIL,15-04-23,15-04-23,PORSCHE
Nissan Qashqai 1.2A DIG-T Premium,55022,14104,18-04-17,6.00,2017,6.00,93782,508,Auto,26650,18583,52000,13583,1197,85,1285,SUV,SOLD,01-04-23,01-04-23,NISSAN
BMW X1 sDrive20i,79800,17750,23-09-16,7.00,2016,7.00,88909,1210,Auto,44355,32595,57903,37633,1998,141,1485,SUV,AVAIL,15-04-23,17-04-23,BMW
Toyota Dyna 150 3.0M (COE till 03/2028),53088,10710,02-04-08,15.00,2008,15.00,67159,660,Auto,40229,24284,40585,1215,2982,80,1740,Truck,AVAIL,28-03-23,13-04-23,TOYOTA
BMW iX Electric xDrive40 Sport,364800,34980,13-04-22,1.00,2022,1.00,10825,5588,Auto,143916,90754,87000,100358,3074,390,2365,SUV,AVAIL,17-04-23,17-04-23,BMW
Mercedes-Benz C-Class C160 Avantgarde,116870,17314,23-09-20,3.00,2020,3.00,65841,684,Auto,48982,34175,37766,39845,1497,95,1505,Luxury Sedan,SOLD,25-03-23,25-03-23,MERCEDES-BENZ
Mitsubishi Outlander 2.0A Sunroof,92800,16090,26-04-18,5.00,2017,6.00,59200,1210,Auto,37451,22719,39000,23807,1998,110,1480,SUV,AVAIL,06-04-23,17-04-23,MITSUBISHI
Toyota Townace 1.5A GL,83800,8700,30-11-22,1.00,2022,1.00,24996,559,Auto,31499,21480,32727,1074,1496,72,1260,Van,AVAIL,08-04-23,08-04-23,TOYOTA
Honda Vezel 1.5A X Honda Sensing,71800,15090,17-08-17,6.00,2017,6.00,69000,682,Auto,29197,21975,46778,12765,1496,96,1190,SUV,AVAIL,04-04-23,17-04-23,HONDA
BMW 4 Series 420i Convertible Sport,83800,27250,12-05-15,8.00,2014,9.00,82000,1210,Auto,48955,48484,78004,54878,1997,135,1675,Sports Car,AVAIL,15-04-23,16-04-23,BMW
Mercedes-Benz CLA-Class CLA180,45800,23300,28-10-14,9.00,2014,9.00,132000,740,Auto,21029,27318,64600,20246,1595,90,1430,Luxury Sedan,AVAIL,16-04-23,16-04-23,MERCEDES-BENZ
Mazda 3 1.5A Deluxe Sunroof (OPC),51800,12630,28-10-16,7.00,2016,7.00,74899,182,Auto,21348,19390,33991,14390,1496,88,1321,Mid-Sized Sedan,AVAIL,24-03-23,24-03-23,MAZDA
Citroen C4 1.2A PureTech,56800,13900,24-01-17,6.00,2016,7.00,47500,508,Auto,24849,18715,50889,8715,1199,96,1240,SUV,AVAIL,07-04-23,07-04-23,CITROEN
Mitsubishi Attrage 1.2A,64564,11929,27-04-16,7.00,2016,7.00,51951,506,Auto,28329,13737,46651,5000,1193,57,940,Mid-Sized Sedan,AVAIL,13-04-23,13-04-23,MITSUBISHI
Nissan Sylphy 1.5A (COE till 03/2030),64800,9360,19-03-10,13.00,2010,13.00,189000,958,Auto,22981,18215,33207,18215,1498,80,1175,Mid-Sized Sedan,AVAIL,26-03-23,26-03-23,NISSAN
Toyota Corolla Altis 1.6A (COE till 04/2023),20532,12780,16-04-08,15.00,2008,15.00,122012,1113,Auto,6099,16994,19328,16994,1598,80,1195,Mid-Sized Sedan,SOLD,29-03-23,29-03-23,TOYOTA
Honda Stream 1.8A (COE till 03/2029),65800,11050,31-03-09,14.00,2008,15.00,151131,1369,Auto,19657,26292,33018,26292,1799,103,1370,MPV,AVAIL,10-04-23,10-04-23,HONDA
Volkswagen Scirocco 1.4A TSI (COE till 10/2031),83800,9890,05-10-11,12.00,2011,12.00,130000,744,Auto,39376,26332,46482,26332,1390,118,1285,Sports Car,AVAIL,14-04-23,14-04-23,VOLKSWAGEN
Audi Q3 Sportback 1.4A TFSI S-tronic,139346,16854,29-08-20,3.00,2020,3.00,53205,624,Auto,48290,30420,35001,34588,1395,110,1545,SUV,SOLD,14-04-23,17-04-23,AUDI
Suzuki APV 1.6A (COE till 06/2028),53500,10410,06-06-08,15.00,2008,15.00,144600,1107,Auto,19630,12437,38214,11778,1590,68,1330,MPV,AVAIL,04-04-23,15-04-23,SUZUKI
Mercedes-Benz GLC-Class GLC200,181000,22800,10-01-20,3.00,2019,4.00,11500,1202,Auto,65378,44890,36000,54846,1991,145,1730,SUV,AVAIL,09-04-23,17-04-23,MERCEDES-BENZ
Mercedes-Benz GLE-Class GLE300d AMG Line 4MATIC Premium Plus 7-Seater,299888,36250,22-01-20,3.00,2019,4.00,35000,1734,Auto,107877,76114,38602,109006,1950,180,2165,SUV,AVAIL,06-04-23,06-04-23,MERCEDES-BENZ
Honda Vezel 1.5A X Honda Sensing,50435,14306,23-02-16,7.00,2015,8.00,71176,682,Auto,19312,18887,45002,8887,1496,96,1190,SUV,SOLD,05-04-23,06-04-23,HONDA
Subaru XV 2.0i-S EyeSight,75993,11521,21-08-18,5.00,2017,6.00,81403,1208,Auto,27146,16555,34381,16555,1995,115,1489,SUV,SOLD,29-03-23,04-04-23,SUBARU
Audi TT Roadster 2.0A TFSI (COE till 03/2029),89800,15070,08-01-10,13.00,2009,14.00,144346,1672,Auto,19666,56708,33018,56708,1984,147,1315,Sports Car,AVAIL,10-04-23,10-04-23,AUDI
Honda HR-V 1.5A DX,82792,12680,18-09-19,4.00,2019,4.00,86966,682,Auto,29289,20387,31783,20542,1496,96,1191,SUV,SOLD,31-03-23,04-04-23,HONDA
Toyota Vios 1.5A E,58800,13250,05-06-17,6.00,2017,6.00,82000,682,Auto,27102,13026,52000,8026,1496,79,1065,Mid-Sized Sedan,AVAIL,31-03-23,03-04-23,TOYOTA
Volkswagen Golf 1.4A TSI Comfortline,84175,13043,28-12-18,5.00,2018,5.00,90412,624,Auto,27196,19900,25501,19900,1395,92,1270,Hatchback,SOLD,25-03-23,04-04-23,VOLKSWAGEN
Porsche Cayenne 3.0A Tip,323800,42910,26-04-19,4.00,2019,4.00,56100,2380,Auto,121488,87963,39401,130334,2995,250,1985,SUV,AVAIL,08-04-23,16-04-23,PORSCHE
BMW 4 Series 420i Gran Coupe,149800,20670,25-04-19,4.00,2018,5.00,48800,1210,Auto,66820,41811,48000,50536,1998,135,1540,Luxury Sedan,AVAIL,16-04-23,16-04-23,BMW
Volkswagen Scirocco 1.4A TSI (COE till 03/2024),16888,17660,28-08-09,14.00,2009,14.00,166000,868,Auto,2441,23958,12763,23958,1390,118,1285,Sports Car,AVAIL,16-04-23,16-04-23,VOLKSWAGEN
BMW 2 Series 216d Gran Tourer Luxury,58800,17010,31-12-15,8.00,2015,8.00,107535,1082,Auto,29997,31090,57501,25526,1496,85,1480,MPV,AVAIL,16-04-23,16-04-23,BMW
Honda Civic 1.5A VTEC Turbo Sunroof,97000,14890,11-10-18,5.00,2018,5.00,69000,684,Auto,39952,27562,31000,30587,1498,127,1324,Mid-Sized Sedan,AVAIL,17-04-23,17-04-23,HONDA
Porsche Macan Turbo 3.6A PDK,191800,92320,07-07-14,9.00,2014,9.00,64700,3330,Auto,96031,103319,75010,157975,3604,294,2000,SUV,AVAIL,13-04-23,13-04-23,PORSCHE
Honda Vezel Hybrid 1.5A X Honda Sensing,123800,13980,13-08-21,2.00,2018,5.00,22147,682,Auto,49458,27053,46002,14875,1496,112,1280,SUV,AVAIL,15-04-23,15-04-23,HONDA
Toyota Corolla Altis 1.6A (COE till 01/2029),55800,9630,24-02-09,14.00,2009,14.00,135000,1113,Auto,15093,16990,26047,16990,1598,80,1195,Mid-Sized Sedan,AVAIL,07-04-23,07-04-23,TOYOTA
