model,price,depreciation,registration_date,manufactured_year,mileage,road_tax,transmission,deregistration_value,omv,coe,arf,engine_cap,power,curb_weight,number_of_owner,types,features,accessories,descriptions,category,status
Nissan X-Trail 2.0A Premium 7-Seater Sunroof,N.A,N.A,27-Aug-2015,2015,N.A.,"$1,210 /yr",Auto,N.A.,"$22,233","$62,140","$23,127","1,997 cc",106.0 kW (142 bhp),"1,626 kg",3,SUV,"Features 2.0L petrol 4 cylinder engine 142bhp, Xtronic CVT, ABS System, 4x4 drive system. View specs of the Nissan X-Trail (2014-2021)","Accessories Multi function steering, leather seats, DVD player.",Description 1 year Sgcarmart warranty provides. 100% accident free. Well maintained by pervious owner. Promotional bank rates and flexible loan options. We welcome trade in or scrap car. Do call now to arrange an viewing before it gone!,"This car comes with 6-mth Sgcarmart Warranty, the best protection for your car.Ask the dealer to activate the warranty to start the coverage.$0 Repair Bills188-Point Inspection","CategoryPARF Car, Premium Ad Car, Sgcarmart Warranty Cars"
Mercedes-Benz A-Class A180,N.A,N.A,25-Jun-2015,2015,N.A.,$740 /yr,Auto,N.A.,"$22,896","$68,589","$14,055","1,595 cc",90.0 kW (120 bhp),"1,395 kg",2,Mid-Sized Sedan,"Features 1.6L 4 cylinder inline turbocharged engine with 120bhp, 7G-DCT auto transmission, traction control.","Accessories Dual electric memory seats, sports rim, factory fitted audio with Bluetooth/AUX/USB, attention assist, parktronic, climate aircon control, drive mode.","Description Well maintained by fussy owner, car parked under shelter. Responsive, smooth and comfort ride to suit your daily usage with huge boot for storage! Ultimate driving experience! Extremely well maintained. Immaculate condition! $0 driveaway/flexible loan available. Call us now for more information and details!",CategoryPARF Car,SOLD
Toyota Townace 1.5A GL,"$87,800","$8,820",31-Mar-2023,2022,N.A.,N.A.,Auto,"$53,198","$18,310","$53,432",$916,"1,496 cc",1,"1,260 kg",1,Van,Features View specs of the Toyota Townace Petrol (2022),Accessories Front & Back recording camera. Double din Bluetooth player with reserve camera. Reverse sensor. Optional floor board and many more!,"Description Auto transmission and LED headlight. Free accessories upon purchase! Collision assist and traction control for your safety. Foldable rear seats for more space. Powerful to drive, payload up to 750kg! Reliable and ease of maintenance. Fuel efficiency vehicle. Best for all types of delivery for your logistic business/personal transportation usage. Don't miss this deal! Contact us for more detail.","CategoryAlmost New Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Lexus LS460 (COE till 01/2029),N.A,N.A,17-Mar-2009,2008,N.A.,"$7,353 /yr",Auto,N.A.,"$83,621","$31,335","$83,621","4,608 cc",280.0 kW (375 bhp),"1,925 kg",2,Luxury Sedan,"Features 4.6L V8 engine developing 375bhp at maximum torque of 500nm. 8 speed automatic transmissions. 0 to 100km/h in 5.7s, keyless entry/go, auto tailgate.","Accessories Original audio system, Bluetooth, front and back reverse camera, full massage leather seats, ventilation front and rear electric seats, dual aircon.",Description Only 1 transfer count. Fully done up to showroom unit standard. New paintwork. New tyres. Road tax till 2023 Sept. No gimmicks. High loan available. Engine/gearbox warranty coverage provided. Cheapest in the market.,CategoryCOE Car,SOLD
Porsche Panamera 4S 2.9A PDK,N.A,N.A.,25-Feb-2022,2021,"18,000 km (15.8k /yr)","$2,262 /yr",Auto,"$203,834","$113,775","$80,401","$176,795","2,894 cc",243.0 kW (325 bhp),"1,960 kg",1,Mid-Sized Sedan,"Features Power by a 2.9l V6 turbocharged engine mated to an 8 speed PDK, producing 325bhp and 450nm of torque. 0-100km/h in 5.6. Top speed 270km/h RWD.","Accessories LED headlights, hi-fi sound system with 10 speakers, knee and curtain airbags.","Description Two-tone leather interior in black and Bordeaux red, smooth-finish leather cost $17383, Parkassist including surround view cost $3437, lane change assist cost $3340,Porsche entry cost $4456, 4+1 seats cost $3388, ambient lighting, only one special unit in town. Interested pls call or WhatsApp to make the appointment for viewing.","CategoryPARF Car, Direct Owner Sale",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Bentley Flying Spur 6.0A W12,N.A,N.A,16-Feb-2015,2014,N.A.,"$7,074 /yr",Auto,N.A.,"$198,214","$71,921","$328,786","5,998 cc",460.0 kW (616 bhp),"2,475 kg",1,Luxury Sedan,Features View specs of the Bentley Flying Spur,NA,Description 2015 Bentley Flying Spur. 6.0. 1 owner only. High ARF paid. Well-kept condition. Provide 12 months/20000KM warranty coverage period from the date purchase by Think One Autocare.,"CategoryPARF Car, Premium Ad Car",SOLD
Suzuki Jimny Sierra 1.5A JC,"$119,800","$14,470",19-Mar-2021,2020,"15,000 km (7.2k /yr)",$662 /yr,Auto,"$43,019","$23,764","$44,589","$10,270","1,460 cc",75.0 kW (100 bhp),"1,090 kg",1,SUV,"Features 1.5L, 100bhp DOHC inline 4 cylinders engine, 130nm torque, 4 speed gearbox, 0-100km/h in 15.5s, 14.4 km/l. Lane departure warning system, 4WD. View specs of the Suzuki Jimny","Accessories Leather seat, keyless entry/start, 15"" rims with Bridgestone tires, LED headlights, climatic aircon, reverse camera, reverse sensor.","Description 1 Owner unit, well maintained, Sporty looking, Made in Japan, All wheel drive, Flexible loan, please call or whatsapp for viewing.","CategoryPARF Car, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Porsche Macan 2.0A PDK,N.A,N.A,10-May-2018,2018,N.A.,"$1,194 /yr",Auto,N.A.,"$63,756","$37,010","$86,761","1,984 cc",185.0 kW (248 bhp),"1,845 kg",1,SUV,"Features 2.0L turbocharged engine with 7 speed PDK transmission producing 252bhp and max torque 370nm. 0-100 km/h 6.7sec, achievable fuel consumption 13.9km/L. View specs of the Porsche Macan","Accessories Bi-xenon head lamps, 20 inch wheels! 14 way comfort seats with memory package, PCM navigation, front and rear park assist with reverse camera.","Description Full PPF sticker, Stuttgart agent unit, low mileage! Fully agent maintained and serviced record from day 1, 5 years warranty from agent and free servicing including wear and tear parts, warranty till may 2023. 100% loan approval with flexible in house financing/bank loan available no hidden costs, trade in/consignment available contact us for a viewing appointment today! Buy with a peace of mind.","CategoryPARF Car, Low Mileage Car",SOLD
Nissan NV350 Caravan 2.0A DX,"$89,888","$9,030",31-Mar-2023,2021,N.A.,N.A.,Auto,"$27,252","$23,942","$27,372","$1,198","1,998 cc",1,"1,700 kg",1,Van,Features View specs of the Nissan NV350 Petrol (2016),Accessories Free front camera and many more!,Description No gimmick! Cheapest in the market. Totally brand new unit! Come with 5 years warranty and free servicing. Pm our salesmen for more info. By appointment only!,CategoryAlmost New Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Hyundai Santa Fe 2.4A GDI Sunroof,"$134,777","$18,710",14-May-2019,2018,"63,900 km (16.3k /yr)","$1,634 /yr",Auto,"$60,790","$35,844","$52,502","$42,182","2,359 cc",136.0 kW (182 bhp),"1,870 kg",1,SUV,"Features 4 cylinders inline 16 valve DOHC engine, 6 speed auto transmission, all wheel drive selectable, downhill brake control, BCW system, drive mode system. View specs of the Hyundai Santa Fe (2018-2020)","Accessories 6 airbags, keyless start stop system, electric tailgate, cruise control, multi zone aircon, rear aircon, front electric seats, driver's memory seat.","Description Superbly well maintained by sole owner, 7 seater SUV with Sunroof, fully service and warranty till may 2024 by agent, wonderful boot space and 2nd and 3rd row legroom, high trade in and 100% loan available, call for a no obligation test drive and viewing today!","CategoryPARF Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
BMW 5 Series 520i,"$54,800","$19,640",12-Nov-2014,2013,N.A.,"$1,210 /yr",Auto,"$37,438","$43,453","$70,890","$47,835","1,997 cc",135.0 kW (181 bhp),"1,615 kg",2,Luxury Sedan,"Features 4 Cylinders Inline Twin Power Turbocharged, 8 Speed Transmission. ABS, ESP, SRS Airbags, Keyless Entry Push/start, Cruise Control. View specs of the BMW 520i","Accessories Drive Infotainment System With Navigation, Bluetooth, Keyless Entry/start, Parking Sensors, Electric Tailgate, Adaptive LED Headlights.",Description Highly sought after. Luxurious and comfortable on the inside. Sporty and sleek on the outside. Spacious for family and prestigious for work. Interior in pristine condition. STA/workshop evaluation welcome. Full loan and low interest rate available.,"CategoryPARF Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Audi A4 Mild Hybrid 2.0A TFSI S-tronic,"$162,888","$18,050",15-Apr-2021,2020,"20,000 km (10k /yr)","$1,194 /yr",Auto,"$69,671","$32,240","$52,309","$37,136","1,984 cc",110.0 kW (147 bhp),"1,515 kg",1,Luxury Sedan,"Features Fuel efficient sedan, sporty and executive, mild Hybrid, torquey vehicle for local roads. Best priced in it's Class. Comes in beautiful Navarra blue. View specs of the Audi A4 Sedan Mild Hybrid (2020)","Accessories Front and side RS4 kitted with canards, side steps and rear diffuser. Virtual cockpit, mmi touchscreen, Apple/Android CarPlay. 4 years warranty left.","Description Reluctant sale, underutilised vehicle, low mileage done. Custom forged rim with PS4 tyres to flush perfectly, no expenses spared, ceramic coating done, forged carbon mirrors and Karbel boot lip. BC coilovers almost fully done up exterior. Buy with a peace of mind. Servicing records and other receipts still available. One of the best looking you can find in the market now. No dealers/consignment.","CategoryPARF Car, Direct Owner Sale, Low Mileage Car, Hybrid Cars",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Nissan Cabstar,"$33,800","$13,410",24-Oct-2015,2015,N.A.,N.A.,Manual,"$11,708","$24,362","$46,501","$1,219","2,953 cc",1,"1,800 kg",1,Truck,NA,Accessories Sliding Canopy. Floor Checker Plate.,Description New Paintwork And Seat. Servicing Done. Well Maintenance. High Loan Available. Trade In Welcome. Call Now For Viewing.,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
BMW 3 Series 320i M-Sport,"$196,388","$20,120",28-Apr-2021,2019,"8,966 km (4.5k /yr)","$1,210 /yr",Auto,"$89,070","$54,170","$46,002","$69,506","1,998 cc",135.0 kW (181 bhp),"1,535 kg",1,Luxury Sedan,"Features BMW latest g20 4-inline 2.0l engine with 184bhp, led headlights, through-loading system, auto climate control. View specs of the BMW 3 Series Sedan (2019)","Accessories I-drive, cruise control with brake function, auto rain & light sensors, PDC with rear camera, driving assistance & 18"" m-rims.","Description 1 Owner, BMW g20/320 M sport. Come with 3 years warranty and servicing package. Sporty mineral white with lush black leather upholstery. Pristine condition. Finance and insurance assistance and trade in offers. View and test drive today for the unique BMW joy of driving experience.","CategoryPARF Car, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
BMW 5 Series 523i (COE till 05/2031),"$96,800","$11,910",15-Jun-2011,2011,"136,628 km (11.5k /yr)","$2,155 /yr",Auto,"$40,386","$43,540","$49,716","$43,540","2,497 cc",150.0 kW (201 bhp),"1,650 kg",6,Luxury Sedan,"Features Powerful and responsive 2.5L inline 6 engine mated with 8 speed iDrive automatic transmission, dual zone auto climate, keyless entry/start. View specs of the BMW 523i","Accessories Leather seats, multi function steering, navi, reverse sensors, rear aircon, electric/memory seats, auto lights, cruise control, android headunit.","Description Full loan available, spacious and reliable. Luxury sedan and comfortable! Clean and neat interior. Bank or in house loan available, call us today for your viewings appointment. Thank you.","This car comes with 6-mth Sgcarmart Warranty, the best protection for your car.Ask the dealer to activate the warranty to start the coverage.$0 Repair BillsComprehensive Vehicle Inspection","CategoryCOE Car, Sgcarmart Warranty Cars"
Suzuki Vitara 1.6A GLX,"$75,800","$13,260",07-Jun-2018,2017,"63,900 km (13.1k /yr)",$736 /yr,Auto,"$30,971","$15,253","$38,001","$15,253","1,586 cc",88.0 kW (118 bhp),"1,160 kg",3,SUV,"Features 1.6L DOHC Paired With 6 Speed Auto Transmission, 4x Disc Brakes, Cruise Control, Multi Function Steerings, Engine Start/Stop, Paddle Shifters.","Accessories Factory Fitted Audio System, USB, Bluetooth, Sport Rims, Suede Leather Seats, Keyless Push Start System.","Description Bank And In House Loan Available! No Gimmicks! Trade In Welcome! Best Value For Money Drive! Well Maintained, Excellent Condition! Don't Miss It, View To Believe! Contact Us Now To View The Car.",CategoryPARF Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Toyota Corolla Altis 1.6A (COE till 12/2024),N.A,N.A,28-Dec-2009,2009,N.A.,"$1,039 /yr",Auto,N.A.,"$17,853","$15,988","$17,853","1,598 cc",80.0 kW (107 bhp),"1,195 kg",3,Mid-Sized Sedan,Features View specs of the Toyota Corolla,NA,Description Beautiful midnight blue Altis! Road tax paid till 12/2023 saving you $700! Absolutely no repairs needed! Interior and exterior is flawless! Best in the market! Come view and test drive to believe! Flexible loan packages available! Easy approval for full loan! No hidden costs! No gimmicks!,CategoryCOE Car,SOLD
Honda Fit 1.3A G Skyroof (COE till 10/2023),"$7,000","$12,970",20-Nov-2008,2008,"135,000 km (9.4k /yr)",$885 /yr,Auto,"$1,626","$13,493","$15,142","$13,493","1,339 cc",73.0 kW (97 bhp),"1,070 kg",3,Hatchback,Features Panoramic roof. View specs of the Honda Fit (2008-2013),"Accessories New battery, sport rim.","Description Seldom use top top condition, used it for 2nd car, battery just replaced, very responsive drive, fun to drive with panoramic view, can drive till scrap.","CategoryCOE Car, Direct Owner Sale, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Audi Q5 2.0A TFSI Quattro S-tronic,"$161,888","$23,230",18-Jan-2019,2018,"26,585 km (6.3k /yr)","$1,194 /yr",Auto,"$60,660","$45,833","$32,200","$56,167","1,984 cc",185.0 kW (248 bhp),"1,795 kg",1,SUV,Features Inline 4 Cylinders DOHC Turbocharged Engine Producing 248bhp. Exceptional Acceleration 6.3s (0 To 100km/h). 7 Speed S-tronic With Torque 370nm. View specs of the Audi Q5 (2017-2021),"Accessories Navi. Virtual Cockpit. Audi Mmi. Keyless Entry/start. Nappa Premium Electric Seats. Auto Tailgate. Audi Select Drive. 19"" Rims. Cruise Control.","Description 1 Owner, Fully Maintained By Agent With Low Mileage Done At 26585km! Just Service At 20 Feb 2023 With Agent Warranty Till January 2024! Original Grey Paintwork Since Day One. Immaculate Condition. Feel And Drives Like New. View To Believe Its Condition. Call Now For An Appointment Before It Is Gone Soon!","CategoryPARF Car, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Honda Civic 1.5A VTEC Turbo Sunroof,"$87,800","$17,520",08-Aug-2017,2017,"95,000 km (16.7k /yr)",$684 /yr,Auto,"$38,771","$26,873","$50,001","$24,623","1,498 cc",127.0 kW (170 bhp),"1,324 kg",1,Mid-Sized Sedan,"Features 1.5L DOHC 16v Earth Dreams I-VTEC turbocharged engine producing 170bhp, 7 speed CVT auto with paddle shifter, ABS, SRS, TRC, LED DRL and Sunroof. View specs of the Honda Civic (2016-2021)","Accessories Sports Rims, Leather Upholstery, Electrical Memory Seats, Keyless Ignition, Lane Watch System, Touchscreen System With Reverse Cam, Paddle Shifters.",Description Pristine condition! 1 owner! 100% loan available from 2.78% per annum! 1 to 1 exchange without cash top up! Hurry and call our friendly sales adviser for more information before it's sold! Best price guaranteed!,"CategoryPARF Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
