model,price,depreciation,registration_date,manufactured_year,mileage,road_tax,transmission,deregistration_value,omv,coe,arf,engine_cap,power,curb_weight,number_of_owner,types,features,accessories,descriptions,category,status
Toyota Corolla Axio 1.5A G,"$59,800","$13,610",08-May-2017,2016,N.A.,$682 /yr,Auto,"$27,412","$19,155","$51,765","$9,155","1,496 cc",80.0 kW (107 bhp),"1,090 kg",2,Mid-Sized Sedan,"Features 1.5l reliable and efficient 16 valves 4 cylinders VVT-i DOHC engine, low fuel consumption at 17km/l, SRS airbags. View specs of the Toyota Corolla","Accessories Leather seats, Pioneer head unit, sport rims, folding side mirror, reverse sensors, in car camera front and back.","Description 2 Owner, Excellent condition, spacious, good fuel efficiency and reliable sedan for daily drive. Very well maintained and taken cared by previous owner! 100% accident free! High trade in price, 100% loan available! Attractive low interest rates to cater all your financial needs! Quick delivery with ready stocks. Book a test drive to believe it!.",CategoryPARF Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Mercedes-Benz CLA-Class CLA200 AMG Line,"$191,800","$20,180",29-Sep-2021,2019,50 km,$586 /yr,Auto,"$89,544","$35,990","$68,310","$42,386","1,332 cc",120.0 kW (160 bhp),"1,420 kg",1,Luxury Sedan,"Features 160bhp turbocharged engine, 250nm torque, 7G-DCT gearbox, 0-100km/h in 8.2s, active brake assist, active lane keep assist, park assist, MBUX system.","Accessories 18"" AMG rims, AMG styling, keyless entry/start, LED DRL, wireless charging, AA, ac, 10.25"" touch screen media display, rear aircon, hill start assist.",Description 5 years warranty with 5 free servicing. In house financing options available. Buy with a peace of mind. 1 owner. Low mileage done. 100% genuine mileage. No chassis/structural damage. Well maintained. Immaculate condition. All trade in welcome.,"CategoryPARF Car, Premium Ad Car, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Honda Civic 1.5A VTEC Turbo Sunroof,N.A,N.A,05-Jun-2017,2017,N.A.,$684 /yr,Auto,N.A.,"$27,060","$54,405","$24,884","1,498 cc",127.0 kW (170 bhp),"1,324 kg",1,Mid-Sized Sedan,"Features Powerful 1.5L DOHC VTEC turbocharged engine producing 170bhp, mated with earth dream CVT auto transmission, LED headlights, LED DRL, traction control. View specs of the Honda Civic (2016-2021)","Accessories Electric seats, keyless entry/start/stop, adaptive cruise control, Sunroof, reverse sensors, reverse camera, touch screen audio system, rear aircon.","Description 1 owner unit with low mileage! Excellent condition! No repair needed! View to believe! High trade in price, 100% loan available! Attractive low interest rates to cater all your financial need! Quick delivery with ready stock. Book a test drive to believe it! Kindly reach out to our friendly sales consultant for direct viewing!","CategoryPARF Car, Low Mileage Car",SOLD
Honda Mobilio 1.5A RS i-VTEC Luxe,"$63,800","$15,020",29-Nov-2016,2016,"122,000 km (19.1k /yr)",$684 /yr,Auto,"$31,325","$18,867","$52,668","$18,867","1,497 cc",88.0 kW (118 bhp),"1,160 kg",1,MPV,Features View specs of the Honda Mobilio (2015-2017),NA,"Description Cheapest unit, 1 owner, low mileage. Just service at Kah Motor with receipt proven. Road tax till Nov 2023. 1 year warranty on engine n gear box given upon purchase. Teacher driver which only drive to school n back home. Full loan available. Interest rate from 2.78. Offer now, we have this buy back guarantee of $12000 after end of COE. No gimmick, call us now for further information.","CategoryPARF Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Honda Vezel Hybrid 1.5A X Honda Sensing,"$73,800","$15,170",29-Dec-2017,2017,"72,000 km (13.6k /yr)",$682 /yr,Auto,"$27,005","$24,961","$49,996","$5,000","1,496 cc",112.0 kW (150 bhp),"1,280 kg",1,SUV,"Features 1.5l 4 Cylinders Inline I-VTEC Hybrid Engine, 7 Speed DCT, Producing 150bhp,cruise Control,paddle Shifter,multi Function Steering,keyless Entry/start","Accessories Paddle Shifters.Adaptive Cruise Control,LED Headlamps,reverse Camera,collision Mitigation,android Bt Headunit,holdlane Departure Warning,autobrake","Description 1 Owner Low Mileage Done, No Repair Needed, Extremely Fuel Efficient, Very Reliable And Low Maintenance Cost. Call Now!","CategoryPARF Car, Premium Ad Car, Hybrid Cars",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Volkswagen Caddy 2.0A TDI,"$49,800","$12,760",13-Mar-2017,2017,"118,050 km (19.4k /yr)",N.A.,Auto,"$18,350","$24,651","$47,001","$1,233","1,968 cc",4,"1,480 kg",4,Van,Features View specs of the Volkswagen Caddy Diesel,"Accessories Reverse camera, leather seats, auto retractable side mirrors, rear knock down seats, auto headlamps.","Description Genuine condition, well maintained, no wear and tear issues to this unit. Excellent fuel efficiency, nice interior and exterior, Call us for a viewing appointment today! Consignment unit.",Category -,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Mazda RX-8 1.3M Type RS (COE till 12/2028),"$86,200","$15,150",24-Dec-2008,2008,N.A.,$858 /yr,Manual,"$15,689","$35,782","$27,571","$35,782","1,308 cc",173.0 kW (231 bhp),"1,350 kg",4,Sports Car,Features Sports quad Coupe that comes with a 1.3 litres rotary engine paired to a 6 speed manual transmission producing 231bhp. Comes with factory Recaro seats View specs of the Mazda RX8 (2008-2012),"Accessories AEM cold air intake, re amemiya anti glare side mirrors, Tein flex Z coilovers, autoexe front sway bar, LTA approved knight sports exhaust and more.","Description $0 downpayment, full loan available. A performance sports car with affordable road tax. Successor of the RX7 FD3S. A true street car suitable for all. All stock accessories will be given to new owner. Good handling and solid chassis, fits 4 adults with comfort inside. Feel free to contact us for viewing, no obligations. Flexible loan and trade ins are welcomed. Viewing is by appointment only.","CategoryCOE Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Honda Mobilio 1.5A RS i-VTEC Luxe,"$59,888","$15,130",17-Aug-2016,2016,"118,346 km (17.7k /yr)",$684 /yr,Auto,"$29,690","$18,849","$52,301","$18,849","1,497 cc",88.0 kW (118 bhp),"1,160 kg",1,MPV,"Features 1.5l Inline 4 Cylinders DOHC 16V I-VTEC Engine With 118 Bhp, 6 Speed CVT Auto, SRS, ABS, Traction Control, Full Rear Aircon Controls, 7 Seaters MPV. View specs of the Honda Mobilio (2015-2017)","Accessories Original RS Bodykit, Sport Rims, Leather Seats, Solar Film, Reverse Sensors/camera, Fog Lights. Rear Aircon.","Description 1 Owner, Fully Serviced And Maintained By Kah Motors, Accident Free And In Excellent Condition, Excellent Driving Dynamics, Ideal Length, Comfortable Interior Space With Enormous Boot Space, Full Loan And High Trade-In, Do Get In Touch With Us Now!",CategoryPARF Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Citroen C5 Aircross 1.6A PureTech EAT8 Shine,"$117,900","$14,340",17-Jul-2020,2019,N.A.,$742 /yr,Auto,"$46,927","$25,619","$35,889","$27,867","1,598 cc",133.0 kW (178 bhp),"1,430 kg",1,SUV,"Features Airbags, ABS, Powerful 1.6L Inline 4 Cylinder Turbocharged Engine, 8 Speed Auto, Paddle Shifters, Cruise Control, Keyless Start/Stop. View specs of the Citroen C5 Aircross (2019-2022)","Accessories Leather Seats, Sports Rims, Touchscreen Infotainment Panel, Wireless Charging, LED Light, Lane Keep Assist, Collision Warning, Electric Tailgate.","Description Elegant Grey SUV, Fully Serviced and Maintained by Agent, This is Not a Rental/Limousine Unit, Genuine Low Mileage Done, Agent Warranty Till July 2025, High Specifications, Spacious Interior, Very Well Maintained, Easy Financing, Flexible In-House Loan Packages Available.",CategoryPARF Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Toyota Corolla Altis 1.6A Elegance (COE till 03/2024),N.A,N.A,18-Mar-2009,2009,N.A.,"$1,113 /yr",Auto,N.A.,"$16,990","$12,763","$1,010","1,598 cc",80.0 kW (107 bhp),"1,195 kg",3,Mid-Sized Sedan,"Features 1.6L fuel efficient 16 valve DOHC VVT-I engine, smooth auto transmission, ECT, dual SRS airbags, ABS, 4 x disc brakes, digital climate control aircon. View specs of the Toyota Corolla","Accessories Leather seats, sports rims, factory fitted audio with steering control, reverse sensors, auto retractable side mirrors with indicators, fog lights.",Description Established since 1981. The only dealer to provide a full and detailed Vicom evaluation report to further understand the condition of the car and to provide each purchase with an assurance and a peace of mind. Provide 1 year free maintenance in Yong Lee Seng Motor workshop. Buy with zero worries.,CategoryCOE Car,SOLD
Citroen Grand C4 Picasso 1.6A THP Sunroof,"$67,888","$15,110",24-Jan-2017,2016,"84,000 km (13.5k /yr)",$742 /yr,Auto,"$33,410","$24,812","$51,109","$21,737","1,598 cc",121.4 kW (162 bhp),"1,320 kg",1,MPV,NA,"Accessories Sunroof. Front message chair. Auto tailgate. Navigation, Bluetooth, carplay digital speedo. Paddle shifters.",Description Accident free & serviced at c & c. Come have a look in its original condition. Paintwork and interior undone in original condition. Will do up if you buy the car. Petrol model.,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
Hyundai Elantra 1.6A Elite,"$44,800","$13,770",29-Dec-2015,2015,"65,000 km (8.9k /yr)",$738 /yr,Auto,"$23,803","$15,223","$54,301","$15,223","1,591 cc",97.0 kW (130 bhp),"1,292 kg",1,Mid-Sized Sedan,"Features Responsive and fuel efficiency 1.6L 4 cylinders inline with dual CVVT 6 speed auto transmission, multi functions steering. View specs of the Hyundai Elantra (2011-2014)","Accessories Pioneer audio system, leather seats, reverse sensors/camera.","Description Full agent maintaned. Pristine condition, no repairs needed, 100% loan or bank loan available! Guaranteed lowest interest rate with immediate approval. Ex-bankruptcy or bad credit can apply, fast and easy loan approval! Call us now for viewing!","CategoryPARF Car, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Renault Grand Scenic Diesel 1.5A dCi Moonroof,"$162,800","$15,880",23-Feb-2023,2019,70 km,"$1,048 /yr",Auto,"$88,269","$25,368","$80,000","$12,516","1,461 cc",81.0 kW (108 bhp),"1,540 kg",1,MPV,"Features 108bhp turbocharged diesel engine, 260nm torque, 7 speed gearbox, 0-100km/h in 13.2s, smartphone integration, one-touch knockdown rear seats, ISOFIX.","Accessories 20"" rims, keyless entry/start, reverse camera, front and rear sensors, rear aircon, tyre pressure monitor, auto rain sensors, Panoramic Moonroof.",Description Consignment unit. Spacious and fuel economy MPV with blind spot alert and walk away auto lock. Warranty by Wearnes. 3yrs/60k km free servicing. In house financing available. Buy with a peace of mind. 1 owner. Almost new with very low mileage. 100% genuine mileage. No chassis/structural damage. Well maintained. Immaculate condition. All trade in welcome.,"CategoryPARF Car, Almost New Car, Premium Ad Car, Low Mileage Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC,"$186,888","$25,970",27-Mar-2019,2018,"68,000 km (16.7k /yr)","$1,202 /yr",Auto,"$67,198","$51,679","$31,001","$65,023","1,991 cc",155.0 kW (207 bhp),"1,785 kg",2,SUV,"Features 2.0L 4 cylinders inline turbocharged engine, 9G-tronic (A), producing 207bhp, paddle shifters, cruise control, multi function steering.","Accessories Electric sports seats with memory, original audio with Bluetooth/telephony/steering controls, reverse sensors/camera and more.","Description Equipped with upgraded AMG brake kits! Ultra sexy black unit making it a popular choice for all! Offering different loan packages to suit your financial needs! Interest starting from 2.78%! Trade in welcome! Call now at to view this sexy black GLC Coupe! For viewing appointment, kindly contact.","CategoryPARF Car, Premium Ad Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Honda Jazz 1.3A L (COE till 06/2025),"$25,998","$11,830",28-Jun-2010,2009,"159,103 km (12.4k /yr)",$767 /yr,Auto,"$7,224","$19,331","$16,438","$19,331","1,339 cc",73.0 kW (97 bhp),"1,090 kg",5,Hatchback,"Features Responsive and fuel efficient 1.3L I-VTEC 4 cylinders 16 valves engine, smooth and reliable CVT auto gearbox, dual SRS airbags/ABS. View specs of the Honda Jazz (2008-2014)","Accessories Leather seats, sport rims, reverse sensor, reverse camera.","Description Drive with assurance with 5 star reviews! Genuine and transparent! Warranty until 04/2024. Bank/in house loan $27.9k approval monthly $1,148, highest trade in assured! ""deal with us for a peace of mind"" beloved by owner! Wear and tear replaced! No repair needed! STA evaluation welcome! New $3k paintwork/customize leather seat! 100% impressive! WhatsApp us for an appointment today!","CategoryCOE Car, Consignment Car",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
Mercedes-Benz E-Class E250 Avantgarde,"$157,800","$23,530",09-May-2018,2018,"80,000 km (16.2k /yr)","$1,202 /yr",Auto,"$76,718","$58,503","$37,010","$77,306","1,991 cc",155.0 kW (207 bhp),"1,615 kg",1,Luxury Sedan,"Features Powered by inline 4 cylinders 16 valve turbocharged engine coupled with 9G-tronic automatic transmission, producing 207bhp and 350nm. View specs of the Mercedes-Benz E-Class Saloon 2016 (2016-2021)","Accessories Digital Cockpit design, ambient light, 360 camera, carbon fibre trim and many more.","Description 1 owner, C&C unit. Black on black interior. Super well maintained. Trade in welcome. Low bank interest rate available, contact us for more info!",CategoryPARF Car,Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
